# Generated at Thu Dec 20 2018 08:33:50 GMT+0100 (Central European Standard Time)
# URL: https://metaspace2020.eu/annotations?ds=2018-06-26_15h33m47s&page=1&sort=-msm
"group","datasetName","datasetId","formula","adduct","mz","msm","fdr","rhoSpatial","rhoSpectral","rhoChaos","moleculeNames","moleculeIds"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H12O4","M+H","269.0807960736638","0.190179","0.1","0.200491","0.954656","0.993619","Formononetin, Trigraecum, 8-Hydroxy-1-methoxy-3-methylanthraquinone, Isoformononetin, 1,3-Dimethoxyanthraquinone, 3-(3-hydroxyphenyl)-7-methoxy-4H-chromen-4-one, 7-hydroxy-3-(3-methoxyphenyl)-4H-chromen-4-one, 5-hydroxy-7-methoxy-3-phenyl-4H-chromen-4-one, 7-hydroxy-5-methoxy-3-phenyl-4H-chromen-4-one, 5-hydroxy-6-methoxy-2-phenyl-4H-chromen-4-one, 6-hydroxy-5-methoxy-2-phenyl-4H-chromen-4-one, 7-hydroxy-5-methoxy-2-phenyl-4H-chromen-4-one, 7-hydroxy-6-methoxy-3-phenyl-4H-chromen-4-one","HMDB0005808, HMDB0030720, HMDB0033036, HMDB0033994, HMDB0036586, HMDB0130376, HMDB0130383, HMDB0130764, HMDB0130765, HMDB0130901, HMDB0130902, HMDB0132456, HMDB0132856"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H9NO3","M+H","192.0654803676638","0.186146","0.1","0.348023","0.536525","0.996908","5-Hydroxyindoleacetic acid, xi-2,3-Dihydro-2-oxo-1H-indole-3-acetic acid, 5-Phenyl-1,3-oxazinane-2,4-dione","HMDB0000763, HMDB0035514, HMDB0060400"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C6H14N4O2","M+H","175.1189129376638","0.179143","0.1","0.183466","0.979993","0.996369","L-Arginine, D-Arginine","HMDB0000517, HMDB0003416"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H7NO4","M+H","206.04474492366384","0.178036","0.1","0.184044","0.972167","0.99505","Xanthurenic acid, Zeanic acid, 4,6-Dihydroxy-2-quinolinecarboxylic acid","HMDB0000881, HMDB0032963, HMDB0033528"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H8O","M+H","133.0647520856638","0.177906","0.1","0.183012","0.975395","0.996624","(Z)-3-Phenyl-2-propenal, Cinnamaldehyde, Atropaldehyde, 2-Methylcumarone, Indanone","HMDB0032072, HMDB0003441, HMDB0060671, HMDB0059847, HMDB0059602"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H20NO6P","M+H","258.11006106966374","0.17421","0.1","0.179348","0.974239","0.997035","Glycerophosphocholine","HMDB0000086"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H8O","M+H","181.0647520856638","0.169083","0.1","0.176429","0.963782","0.994379","12-Tridecene-4,6,8,10-tetraynal","HMDB0038915"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H9NO","M+H","148.07565112766383","0.169029","0.1","0.173843","0.974455","0.997799","4-(2-Furanylmethylene)-3,4-dihydro-2H-pyrrole, Indole-3-carbinol, 1-(2-Furanylmethyl)-1H-pyrrole, 3-(2-Furanylmethyl)-1H-pyrrole","HMDB0040009, HMDB0005785, HMDB0030204, HMDB0040011"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H9NO","M+H","196.07565112766386","0.168398","0.1","0.170698","0.990003","0.996487","9H-Carbazole-3-carboxaldehyde","HMDB0029743"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H16O2","M+H","169.12226696166388","0.162078","0.1","0.167193","0.972224","0.997103","Ascaridole, Geranic acid, 4-Isopropyl-3-cyclohexene-1-carboxylic acid, 2,4-Hexadienyl butyrate, 2,4-Hexadienyl isobutyrate, cis-3-Hexenyl crotonate, (+/-)-2-(5-Methyl-5-vinyltetrahydrofuran-2-yl)propionaldehyde, trans-4,5-epoxy-2(E)-decenal, Ethyl (4Z)-4,7-octadienoate, Methyl octynecarboxylate, (+/-)-Dihydromintlactone, (-)-(Z)-Tetrahydro-6-(2-pentenyl)-2H-pyran-2-one, 5,6-Dihydro-6-pentyl-2H-pyran-2-one, 6-Hydroxy-2,6-dimethyl-2,7-octadien-4-one, Epoxyartemisia ketone, Dihydronepetalactone, Epoxycampholenic aldehyde, gamma-Diosphenol, xi-1,8,8-Trimethyl-2-oxabicyclo[3.2.1]octan-3-one, (xi)-(Z)-5-(3-Hexenyl)dihydro-2(3H)-furanone","HMDB0035766, HMDB0036103, HMDB0037175, HMDB0032312, HMDB0032313, HMDB0032319, HMDB0032434, HMDB0013105, HMDB0031156, HMDB0031273, HMDB0032219, HMDB0033700, HMDB0034452, HMDB0034670, HMDB0035714, HMDB0035829, HMDB0036067, HMDB0037014, HMDB0037821, HMDB0040639"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H6O4","M+H","167.03384588166378","0.161078","0.1","0.165473","0.976428","0.996943","3,4-Methylenedioxybenzoic acid, Phthalic acid, Benzoquinoneacetic acid, Terephthalic acid","HMDB0032613, HMDB0002107, HMDB0002334, HMDB0002428"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H8O","M+H","145.0647520856638","0.15971","0.1","0.16487","0.97242","0.996181","Naphthalene epoxide, 1-Naphthol, 2-Naphthol, (Z)-2-Decene-4,6,8-triyn-1-ol, (1S,2R)-Naphthalene 1,2-oxide","HMDB0006215, HMDB0012138, HMDB0012322, HMDB0031001, HMDB0060301"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H10O2","M+H","199.07531676966386","0.159568","0.1","0.166635","0.963287","0.994086","3-(2-Furanyl)-2-phenyl-2-propenal, 3-[(1E)-buta-1,3-dien-1-yl]-1H-isochromen-1-one","HMDB0036185, HMDB0130034"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H8NO4","M+H","195.0525699556638","0.158692","0.1","0.164455","0.967847","0.997017","Dopachrome o-semiquinone","HMDB0012931"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H9NO2","M+H","164.07056574766378","0.157336","0.1","0.162014","0.973708","0.997347","4-(3-Pyridyl)-3-butenoic acid, 3-Methyldioxyindole, 4-Oxo-1-(3-pyridyl)-1-butanone","HMDB0001424, HMDB0004186, HMDB0062406"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C7H16N4O2","M+H","189.1345630016638","0.156501","0.1","0.160543","0.976447","0.998338","Homo-L-arginine, L-Targinine","HMDB0000670, HMDB0029416"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H9N5","M+H","200.09303254766382","0.150797","0.1","0.157116","0.969136","0.990346","3-Methyl-3H-imidazo[4,5-f]quinoxalin-2-amine","HMDB0040443"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H10O","M+H","183.08040214966383","0.149896","0.1","0.156584","0.963447","0.993608","Benzophenone, 2-Hydroxyfluorene, 3-Hydroxyfluorene, 9-Hydroxyfluorene","HMDB0032049, HMDB0013163, HMDB0059802, HMDB0059803"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H20O6","M+H","297.1332255696638","0.14767","0.1","0.155366","0.956385","0.993806","Deoxynivalenol, Marasmal, Cyclocalopin A, Cyclocalopin C1, Cyclocalopin E, Chavicol O-beta-glucopyranoside","HMDB0036156, HMDB0036867, HMDB0039810, HMDB0039812, HMDB0039814, HMDB0041617"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H7NO3","M+H","178.04983030366384","0.14455","0.1","0.14902","0.974774","0.995104","4-Acetyl-2(3H)-benzoxazolone, 5-hydroxy-1H-indole-3-carboxylic acid, 6-hydroxy-1H-indole-3-carboxylic acid, 7-hydroxy-1H-indole-3-carboxylic acid, 4-hydroxy-1H-indole-3-carboxylic acid","HMDB0040612, HMDB0134931, HMDB0134932, HMDB0134933, HMDB0134934"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C7H7NO","M+H","122.06000106366528","0.14248","0.1","0.146052","0.979793","0.995667","Benzamide, 3-Acetylpyridine, 2-Acetylpyridine","HMDB0004461, HMDB0033131, HMDB0035281"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H14O","M+H","211.1117022776638","0.142343","0.1","0.150447","0.958532","0.987069","1,3-Diphenyl-1-propanone, 1,3-Diphenyl-2-propanone, Lactaroviolin","HMDB0032041, HMDB0032561, HMDB0035896"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C4H6N2","M+H","83.06033542166524","0.139516","0.1","0.1416","0.987427","0.997833","Fomepizole","HMDB0015344"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H9N3O","M+H","188.08179914766384","0.136486","0.1","0.141171","0.969591","0.997133","Amrinone","HMDB0015496"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H9NO4","M+H","208.06039498766378","0.131389","0.1","0.14688","0.897833","0.99633","4-(2-Aminophenyl)-2,4-dioxobutanoic acid, 1-Nitro-5,6-dihydroxy-dihydronaphthalene","HMDB0000978, HMDB0060328"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H12N2O2","M+H","265.0971148536638","0.131086","0.1","0.137818","0.955131","0.995835","Perlolyrine","HMDB0030327"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H16O3","M+H","185.11718158166383","0.127484","0.1","0.146978","0.872263","0.994388","(1'R)-Nepetalic acid, (S)-Oleuropeic acid, (4S,8R)-8,9-Dihydroxy-p-menth-1(6)-en-2-one, 1-Acetylcyclohexyl acetate, (E)-10-Oxo-8-decenoic acid","HMDB0036117, HMDB0036998, HMDB0039052, HMDB0039710, HMDB0040883"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H10O6S","M+H","235.0270459796638","0.125557","0.1","0.132001","0.960414","0.990387","(4-ethyl-2,6-dihydroxyphenyl)oxidanesulfonic acid","HMDB0128030"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H14N2","M+H","211.12293567766383","0.124978","0.1","0.13105","0.958235","0.995232","Naphazoline","HMDB0015656"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H8O2","M+H","101.05966670566525","0.123551","0.1","0.125634","0.985678","0.997713","Glutaral, Dihydro-2-methyl-3(2H)-furanone, 2,4-Pentanedione, Dihydro-5-methyl-2(3H)-furanone, Isopropenyl acetate, Methyl methacrylate, 2-Ethylacrylic acid, Senecioic acid, Tiglic acid, 3-Methylbutyrolactone, Angelic acid, 2,3-Pentanedione, 4-Pentenoic acid, 2-Pentenoic acid, Ethyl acrylate, Dihydro-3-methyl-2(3H)-furanone, 3,3-dimethyloxirane-2-carbaldehyde, 2-methylbut-3-enoic acid, 2-methylbut-2-enoic acid, 3-Methylbut-3-enoic acid","HMDB0029599, HMDB0031178, HMDB0031648, HMDB0033840, HMDB0032351, HMDB0032385, HMDB0001862, HMDB0000509, HMDB0001470, HMDB0002167, HMDB0029608, HMDB0031598, HMDB0031602, HMDB0032459, HMDB0033978, HMDB0035143, HMDB0129418, HMDB0130837, HMDB0132474, HMDB0170858"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H10","M+H","203.08548752966382","0.118436","0.1","0.12549","0.953509","0.989805","Pyrene","HMDB0042002"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H10","M+H","179.08548752966385","0.11309","0.1","0.118742","0.959949","0.992135","2,12-Tetradecadiene-4,6,8,10-tetrayne","HMDB0033187"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H16F3NO","M+H","296.12563595166387","0.112934","0.1","0.11911","0.954188","0.993673","Norfluoxetine","HMDB0060551"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H10O3","M+H","215.07023138966386","0.112651","0.1","0.11793","0.962213","0.992752","4'-Hydroxy-2-biphenylcarboxylic acid, Phenyl salicylate, 3-Phenoxybenzoic acid, 3-[(1E)-buta-1,3-dien-1-yl]-5-hydroxy-1H-isochromen-1-one","HMDB0032583, HMDB0032018, HMDB0041807, HMDB0130049"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C17H13NO2","M+H","264.1018658756638","0.108665","0.1","0.115139","0.950176","0.99326","Dehydroanonaine, 2-Naphthalenol 2-aminobenzoate","HMDB0030350, HMDB0039873"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H16O8","M+H","289.0917546816638","0.10835","0.1","0.11356","0.963627","0.990136","Phlorin, Glucosylisomaltol, 2-(hydroxymethyl)-6-(2,4,6-trihydroxyphenyl)oxane-3,4,5-triol","HMDB0035589, HMDB0038341, HMDB0132663"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H14O3","M+H","255.10153151766377","0.106038","0.1","0.113197","0.951658","0.984337","Ketoprofen, 3,6-Dimethoxy-4-phenanthrenol, 2,6-Dimethoxy-4-phenanthrenol, Dexketoprofen, 2-hydroxy-4-(prop-2-en-1-yl)phenyl benzoate, (2E)-1-(4-hydroxy-3-methoxyphenyl)-3-phenylprop-2-en-1-one, (2E)-3-(2-hydroxyphenyl)-1-(4-methoxyphenyl)prop-2-en-1-one, (2E)-1-(2-hydroxy-4-methoxyphenyl)-3-phenylprop-2-en-1-one, (2E)-3-(4-hydroxyphenyl)-1-(4-methoxyphenyl)prop-2-en-1-one, (2E)-3-(3-hydroxyphenyl)-1-(4-methoxyphenyl)prop-2-en-1-one, 2-(4-methoxybenzoyl)-3-phenyloxirane","HMDB0015144, HMDB0029687, HMDB0032890, HMDB0041873, HMDB0135232, HMDB0135413, HMDB0135606, HMDB0135608, HMDB0135609, HMDB0135610, HMDB0135611"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H8","M+H","165.0698374656638","0.105103","0.1","0.109842","0.963091","0.99352","(E)-1,11-Tridecadiene-3,5,7,9-tetrayne, (Z)-1,3-Tridecadiene-5,7,9,11-tetrayne","HMDB0033582, HMDB0039109"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H10N2O2","M+H","191.08146478966384","0.101771","0.1","0.10538","0.969726","0.995905","6-Hydroxy-1H-indole-3-acetamide","HMDB0031173"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H13N","M+H","172.11203663566383","0.0998509","0.1","0.103935","0.964656","0.995908","Rasagiline","HMDB0015454"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H14N2O","M+H","203.11785029766384","0.0997149","0.1","0.103933","0.963594","0.995668","Tetrahydroharmol, N-Methyl-1H-indole-3-propanamide","HMDB0029835, HMDB0032756"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H10O4","M+H","255.0651460096638","0.0994187","0.1","0.105021","0.95636","0.989853","Daidzein, Chrysophanol, 5,7-Dihydroxyisoflavone, Phomarin, (Z)-4',6-Dihydroxyaurone, 5,7-Dihydroxyflavone, 2-(3,5-dihydroxyphenyl)-4H-chromen-4-one, 5,6-dihydroxy-2-phenyl-4H-chromen-4-one, 6,7-dihydroxy-2-phenyl-4H-chromen-4-one, 6,7-dihydroxy-3-phenyl-4H-chromen-4-one, 7-hydroxy-3-(3-hydroxyphenyl)-4H-chromen-4-one, 7,8-dihydroxy-3-phenyl-4H-chromen-4-one, 7-hydroxy-2-(3-hydroxyphenyl)-4H-chromen-4-one, 3-hydroxy-2-(2-hydroxyphenyl)-4H-chromen-4-one, 3,6-dihydroxy-2-phenyl-4H-chromen-4-one, 3,7-dihydroxy-2-phenyl-4H-chromen-4-one, 3-hydroxy-2-(3-hydroxyphenyl)-4H-chromen-4-one, 3-hydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one, 3,5-dihydroxy-2-phenyl-4H-chromen-4-one, 4,6-dihydroxy-2-(phenylmethylidene)-2,3-dihydro-1-benzofuran-3-one, 5,6-dihydroxy-2-(phenylmethylidene)-2,3-dihydro-1-benzofuran-3-one, 6,7-dihydroxy-2-(phenylmethylidene)-2,3-dihydro-1-benzofuran-3-one, 6-hydroxy-2-[(3-hydroxyphenyl)methylidene]-2,3-dihydro-1-benzofuran-3-one, 6-hydroxy-2-[(4-hydroxyphenyl)methylidene]-2,3-dihydro-1-benzofuran-3-one","HMDB0003312, HMDB0030670, HMDB0030699, HMDB0030874, HMDB0033153, HMDB0036619, HMDB0140470, HMDB0130907, HMDB0130927, HMDB0130498, HMDB0130504, HMDB0130510, HMDB0133314, HMDB0134545, HMDB0134546, HMDB0134547, HMDB0134548, HMDB0134549, HMDB0134550, HMDB0137527, HMDB0137521, HMDB0137524, HMDB0137530, HMDB0137607"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H9NO","M+H","160.07565112766383","0.0977477","0.1","0.101302","0.970706","0.994031","Indoleacetaldehyde, N-Hydroxy-1-aminonaphthalene","HMDB0001190, HMDB0062503"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H6O","M+H","119.04910202166523","0.0951802","0.1","0.0976947","0.977542","0.996644","Benzofuran, 2,4,6-Octatriyn-1-ol, 3,5,7-Octatriyn-1-ol, xi-2,3-Octadiene-5,7-diyn-1-ol","HMDB0032929, HMDB0030968, HMDB0038998, HMDB0040549"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H9N","M+H","132.0807365076638","0.0944914","0.1","0.0973174","0.974088","0.996789","3-Methylindole, Benzenepropanenitrile","HMDB0000466, HMDB0034236"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H18N2O3","M+H","263.13897966566384","0.0940187","0.1","0.0992772","0.95743","0.98914","Phenylalanylproline, Prolylphenylalanine, Methohexital","HMDB0011177, HMDB0011179, HMDB0014617"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H13NO3","M+H","208.09678049566386","0.0897706","0.1","0.0932779","0.96802","0.994195","N-Acetyl-L-phenylalanine, Phenylpropionylglycine, 3-Phenylpropionylglycine, N-isopropylterephthalamic acid, 2-Acetamido-4-methylphenyl acetate","HMDB0000512, HMDB0000860, HMDB0002042, HMDB0060608, HMDB0061682"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H16N2O6S","M+H","269.08014419166375","0.0896611","0.1","0.0940404","0.970078","0.98284","Homolanthionine","HMDB0002034"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H10O2","M+H","187.07531676966383","0.087126","0.1","0.09083","0.965226","0.993779","1-Naphthaleneacetic acid","HMDB0032708"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H11O5","M+H","272.06788566166375","0.0859874","0.1","0.0905898","0.955317","0.993591","Luteolinidin, 3,5,7-trihydroxy-2-(4-hydroxyphenyl)-1λ⁴-chromen-1-ylium, 3,5,7-trihydroxy-2-(3-hydroxyphenyl)-1λ⁴-chromen-1-ylium, 3,5,7-trihydroxy-2-(3-hydroxyphenyl)-5H-chromen-5-yl","HMDB0029249, HMDB0125089, HMDB0125128, HMDB0127929"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H14O","M+H","151.1117022776638","0.0851567","0.1","0.0881498","0.971437","0.99445","(-)-Pinocarvone, 2-(4-Methylphenyl)-2-propanol, 4-tert-Butylphenol, 1-Methoxy-4-propylbenzene, Thymol, Perillyl aldehyde, (+)-(S)-Carvone, 2-Methyl-1-phenyl-2-propanol, 4-Phenyl-2-butanol, Cuminyl alcohol, 2-trans-4-trans-7-cis-Decatrienal, (2E,4Z,7Z)-2,4,7-Decatrienal, 2-(4-Methylphenyl)-1-propanol, Teresantalal, (R)-Carvone, 2,6,6-Trimethyl-1,4-cyclohexadiene-1-carboxaldehyde, Myrtenal, 3-Caren-5-one, 5-Isopropyl-2-methylphenol, Carvone, Safranal, 1-Acetyl-4-isopropenylcyclopentene, (R)-Menthofuran, Piperitenone, Linden ether, 4,6-Decadiyn-1-ol, 2-methyl-3-phenylpropan-1-ol","HMDB0035761, HMDB0029652, HMDB0032063, HMDB0032626, HMDB0001878, HMDB0003647, HMDB0004487, HMDB0031570, HMDB0031613, HMDB0031817, HMDB0032213, HMDB0033544, HMDB0034846, HMDB0034921, HMDB0035089, HMDB0035172, HMDB0035250, HMDB0035591, HMDB0035770, HMDB0035824, HMDB0036061, HMDB0036070, HMDB0036089, HMDB0036999, HMDB0037561, HMDB0038913, HMDB0133616"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H12O3","M+H","241.0858814536639","0.0844628","0.1","0.0896254","0.955595","0.98619","2',5'-Dihydroxychalcone, 3',4'-Dihydroxychalcone, Lettucenin A, 2,4-Dihydroxychalcone, 7-hydroxy-3-phenyl-3,4-dihydro-2H-1-benzopyran-4-one, 1-(2-hydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one, 3-(3,4-dihydroxyphenyl)-1-phenylprop-2-en-1-one, 3-(2,4-dihydroxyphenyl)-1-phenylprop-2-en-1-one, 1,3-bis(4-hydroxyphenyl)prop-2-en-1-one, 1-(3-hydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one, 4-(3-benzoyloxiran-2-yl)phenol","HMDB0032129, HMDB0032130, HMDB0036738, HMDB0039612, HMDB0130494, HMDB0135586, HMDB0135587, HMDB0135588, HMDB0135590, HMDB0135591, HMDB0135592"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H6O5","M+H","183.0287605016638","0.0844144","0.1","0.086871","0.976614","0.994989","6-hydroxy-2H-1,3-benzodioxole-5-carboxylic acid, 2-(2,4-dihydroxyphenyl)-2-oxoacetic acid","HMDB0129371, HMDB0137133"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H8O","M+H","169.06475208566386","0.0839021","0.1","0.0874141","0.965015","0.99462","Capillin","HMDB0032867"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H10O3","M+H","227.0702313896638","0.0837846","0.1","0.0881083","0.958555","0.992043","2-Methoxyxanthone, Oroselone","HMDB0032998, HMDB0033925"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C6H14O3","M+H","135.1015315176638","0.0837736","0.1","0.0855551","0.982039","0.997086","Polypropylene glycol (m w 1,200-3,000)","HMDB0032478"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H14N2O","M+H","251.11785029766386","0.082683","0.1","0.087929","0.950226","0.989595","Arborine","HMDB0030351"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H12O3","M+H","253.08588145366383","0.0821525","0.1","0.0869381","0.952008","0.992591","Anisindione, 7-Hydroxy-2-methylisoflavone","HMDB0015257, HMDB0033979"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H12N2O","M+H","237.10220023366384","0.0810165","0.1","0.0852031","0.953927","0.996788","Glycosminine, Carbamazepine","HMDB0033122, HMDB0014704"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H19NO","M+H","182.1539014476638","0.0808563","0.1","0.0842857","0.967414","0.991625","5-Ethyl-4-methyl-2-pentyloxazole, 4-Hexyl-2,5-dimethyloxazole, 2-Butyl-4,5-diethyloxazole, N-Ethyl trans-2-cis-6-nonadienamide, 2-Butyl-5-methyl-4-propyloxazole, 2-Hexyl-4,5-dimethyloxazole, 5-Butyl-4-methyl-2-propyloxazole, 4-Ethyl-5-methyl-2-pentyloxazol","HMDB0037889, HMDB0037890, HMDB0037891, HMDB0032273, HMDB0037894, HMDB0037895, HMDB0037896, HMDB0037897"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H21NO","M+H","196.16955151166385","0.0807066","0.1","0.0846106","0.964238","0.989236","2,5-Dibutyl-4-methyloxazole, 5-Ethyl-2-hexyl-4-methyloxazole, 4-Methyl-2-pentyl-5-propyloxazole, 4-Ethyl-2-hexyl-5-methyloxazole, 4,5-Dimethyl-2-heptyloxazole, 1-Amino-3-hydroxymethyl-5-methyl-adamantane, 3-Amino-1-hydroxy-5,7-dimethyl-adamantane","HMDB0037898, HMDB0037899, HMDB0037900, HMDB0037901, HMDB0037902, HMDB0060703, HMDB0060738"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C6H6O3","M+H","127.03893126166528","0.0805427","0.1","0.0822464","0.982053","0.997183","Methyl 2-furoate, (Z)-Tamarindienal, 1,2,3-Trihydroxybenzene, 1,3,5-Trihydroxybenzene, Maltol, 4-Hydroxy-2H-pyran-3-carboxaldehyde, 5-Hydroxymethyl-2-furancarboxaldehyde, 5-Methylfuran-2-carboxylic acid, benzene-1,2,4-triol","HMDB0029750, HMDB0032651, HMDB0013674, HMDB0013675, HMDB0030776, HMDB0031256, HMDB0034355, HMDB0059735, HMDB0124831"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H12O","M+H","221.0960522136638","0.078123","0.1","0.0830378","0.952325","0.987912","1-Hydroxypyrene","HMDB0013139"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H21NO2","M+H","200.1644661316638","0.0763568","0.1","0.0797701","0.966778","0.990105","11-nitro-1-undecene","HMDB0062669"
